,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title
49769,HD043209/1,HD043209,Ancyra,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
49780,HD043215/1,HD043215,domo Bithyna,Bithyna,,,,,
49782,HD043216/1,HD043216,Faventia,Faventia,393420.0,['Faventia'],44.286236,11.883507,Faventia
49791,HD043220/1,HD043220,Platina,Platina,,,,,
49799,HD043224/1,HD043224,domo Ulpia* Oesci+?,Ulpia Oesci,,,,,
49813,HD043249/1,HD043249,domo* [---],[---],,,,,
49960,HD043331/1,HD043331,Aquileia*,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
50029,HD043354/1,HD043354,qui natus fuit Axiopoli*,qui fuit Axiopoli,,,,,
50250,HD043460/1,HD043460,natione+ [---],[---],,,,,
50252,HD043461/1,HD043461,natione* Afer,Afer,,,,,
50264,HD043467/1,HD043467,Arretio*,Arretio,,,,,
50274,HD043477/1,HD043477,nata Tio?,nata Tio?,,,,,
50595,HD043533/1,HD043533,Barcinonensis+*,Barcinonensis,,,,,
50649,HD043566/1,HD043566,domo Oesci,Oesci,,,,,
50666,HD043577/1,HD043577,natione+? Graecus*,Graecus,,,,,
50741,HD043622/1,HD043622,Surus?,Surus,,,,,
50742,HD043622/2,HD043622,Surus,Surus,,,,,
50743,HD043622/3,HD043622,Surus,Surus,,,,,
50808,HD043647/1,HD043647,domo [---],[---],,,,,
50934,HD043772/1,HD043772,Mediolano+,Mediolano,,,,,
51006,HD043836/1,HD043836,Iessonensis,Iessonensis,,,,,
51059,HD043894/1,HD043894,Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
51104,HD043956/1,HD043956,domo Beryto,Beryto,,,,,
51178,HD044034/1,HD044034,Alexandrinus+ / Ἀλεξανδρεὺς+,Alexandrinus+ / Ἀλεξανδρεὺς+,,,,,
51268,HD044170/1,HD044170,Gerundensis,Gerundensis,,,,,
51277,HD044199/1,HD044199,Bacasitanus,Bacasitanus,,,,,
51534,HD044427/1,HD044427,Antiochianus,Antiochianus,,,,,
51772,HD044470/3,HD044470,Norba,Norba,442691.0,['Norba'],40.96706605,17.11590245,Norba
51775,HD044470/6,HD044470,Σικελὸς Καταναῖος,Σικελὸς Καταναῖος,,,,,
51938,HD044533/1,HD044533,Reis Apollinaribus,Reis Apollinaribus,,,,,
52154,HD044876/1,HD044876,Trinovas,Trinovas,,,,,
52158,HD044880/1,HD044880,domo* Macedonia,Macedonia,668537581.0,['Macedonia'],,,Macedonia (Archaic and Classical kingdom)
52213,HD044943/1,HD044943,cives Norica,Norica,,,,,
52287,HD045016/1,HD045016,domo Saldas! (= Saldae),Saldae,305142.0,['Saldae'],36.741492,5.058096,Saldae
52339,HD045055/1,HD045055,dom* Iconio*,dom Iconio,,,,,
52418,HD045111/1,HD045111,domo Roma+,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
52420,HD045113/1,HD045113,domo Roma*,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
52423,HD045115/2,HD045115,domo* Sufibus ex Africa,Sufibus Africa,,,,,
52429,HD045120/1,HD045120,domo Augusta+* Taurinorum+ ex Italia,Augusta Taurinorum Italia,,,,,
52430,HD045121/1,HD045121,domo Augusta* Taurinorum* ex Italia,Augusta Taurinorum Italia,,,,,
52451,HD045139/1,HD045139,domo* municipio+* Batavorum*,municipio Batavorum,,,,,
52532,HD045375/1,HD045375,Karnuntina*,Karnuntina,,,,,
52592,HD045441/1,HD045441,domo* Tipasa,Tipasa,295363.0,['Tipasa'],36.5942426756,2.44191772826,Tipasa
52615,HD045469/1,HD045469,Emeritensis*,Emeritensis,,,,,
52691,HD045507/3,HD045507,natione Diablintem,Diablintem,,,,,
52706,HD045525/1,HD045525,domo* Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
52869,HD045716/1,HD045716,Κολοβαισαῖος+,Κολοβαισαῖος+,,,,,
52975,HD045788/1,HD045788,civis+ Bithynus,Bithynus,,,,,
52981,HD045789/1,HD045789,cives Bithinum (= Bithynus),Bithynus,,,,,
52997,HD045797/1,HD045797,domo Lapiaerom?,Lapiaerom,,,,,
53020,HD045809/1,HD045809,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
53055,HD045824/1,HD045824,ex Italia / τῶν ἐξ Ἰταλίας,ex Italia / τῶν ἐξ Ἰταλίας,,,,,
53060,HD045829/1,HD045829,domo Is[---],Is[---],,,,,
53077,HD045993/1,HD045993,domo Foro Iuli,Foro Iuli,,,,,
53115,HD046024/1,HD046024,civis* Bellovacus*,Bellovacus,,,,,
53154,HD046117/1,HD046117,domo Aequo*,Aequo,,,,,
53159,HD046118/3,HD046118,Sardias*,Sardias,,,,,
53167,HD046156/1,HD046156,kastello* Anso,kastello Anso,,,,,
53344,HD046295/1,HD046295,Cremona*,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
53346,HD046296/1,HD046296,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
53347,HD046297/1,HD046297,Faesulis*,Faesulis,,,,,
53361,HD046317/1,HD046317,Caesarea*,Caesarea,629035.0,"['Mazaka', 'Eusebeia', 'Caesarea']",38.728033,35.484989,Mazaka/Eusebeia/Caesarea
53369,HD046321/1,HD046321,Vindobona+?,Vindobona,128537.0,['Vindobona'],48.211345,16.373946,Vindobona
53377,HD046330/1,HD046330,Amastria,Amastria,,,,,
53473,HD046413/1,HD046413,Tavio,Tavio,,,,,
53612,HD046617/1,HD046617,Nemis Sige,Nemis Sige,,,,,
53622,HD046626/1,HD046626,Trever,Trever,,,,,
53816,HD046896/1,HD046896,Viannensis+,Viannensis,,,,,
53884,HD047013/1,HD047013,Foro+ Iuli,Foro+ Iuli,,,,,
54088,HD047151/1,HD047151,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
54263,HD047500/1,HD047500,domo* Viminacio*,Viminacio,,,,,
54320,HD047677/1,HD047677,Benevento,Benevento,,,,,
54487,HD047886/1,HD047886,domo Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
54511,HD047924/1,HD047924,Arretio*,Arretio,,,,,
54604,HD048239/2,HD048239,Lugudunensis*,Lugudunensis,,,,,
54921,HD048601/1,HD048601,natione* Bessus*,Bessus,,,,,
54923,HD048602/1,HD048602,natione Ponticus,Ponticus,,,,,
55122,HD048895/1,HD048895,Palmura (= Palmyra),Palmyra,668331.0,['Palmyra'],34.5513074988,38.2670722465,Palmyra
55389,HD049078/1,HD049078,Vienna,Vienna,,,,,
55483,HD049201/1,HD049201,Rat[---]?,Rat[---],,,,,
55685,HD049708/1,HD049708,Ferenius,Ferenius,,,,,
55687,HD049708/3,HD049708,P(---)?,P(---),,,,,
55925,HD050049/1,HD050049,Neapolis+,Neapolis,639008.0,['Neapolis'],37.965759,31.481278,Neapolis
56178,HD050375/1,HD050375,Ateste,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
56179,HD050376/1,HD050376,Sequana,Sequana,109341.0,['Sequana'],48.7141883491,2.5907355627,Sequana (river)
56218,HD050401/1,HD050401,domo* Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
56229,HD050406/1,HD050406,Scaporenus,Scaporenus,,,,,
56235,HD050407/1,HD050407,Noricus natione,Noricus ,,,,,
56293,HD050566/1,HD050566,civis* Trever,Trever,,,,,
56325,HD050641/1,HD050641,Philippis,Philippis,,,,,
56345,HD050760/1,HD050760,Curibus* Sabinis*,Curibus Sabinis,,,,,
56402,HD050813/2,HD050813,domu+ Tettiana,Tettiana,,,,,
56477,HD050926/1,HD050926,domo Arelate*,Arelate,,,,,
56480,HD050928/1,HD050928,Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
56481,HD050929/1,HD050929,cives Remus,Remus,,,,,
56610,HD051021/1,HD051021,natione* Raetus,Raetus,,,,,
56619,HD051027/1,HD051027,Φιλππεύς+,Φιλππεύς+,,,,,
56624,HD051028/1,HD051028,domo Philippis,Philippis,,,,,
56625,HD051029/1,HD051029,Philippis+?,Philippis,,,,,
56626,HD051030/1,HD051030,Philippis*,Philippis,,,,,
56638,HD051037/1,HD051037,Philippis*,Philippis,,,,,
56701,HD051072/1,HD051072,Philippiensis+,Philippiensis,,,,,
56717,HD051082/1,HD051082,Philippis*,Philippis,,,,,
56718,HD051083/1,HD051083,Philippis,Philippis,,,,,
56719,HD051091/1,HD051091,Philippis,Philippis,,,,,
56934,HD051683/1,HD051683,Biturix+?,Biturix,,,,,
56946,HD051700/1,HD051700,Coloniae+* Claudiae+* Arae+* Aggripinensium*,Coloniae Claudiae Arae Aggripinensium,,,,,
57232,HD051782/1,HD051782,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
57238,HD051788/1,HD051788,Ratiaris,Ratiaris,,,,,
57252,HD051801/1,HD051801,Liburno+,Liburno,,,,,
57278,HD051927/1,HD051927,civis+? Cananefas+?,Cananefas,,,,,
57288,HD052013/1,HD052013,ex provincia* Syria* Coele* regione* Cyrrhensi* vico Capersina*?,provincia Syria Coele Cyrrhensi vico Capersina,,,,,
57357,HD052093/1,HD052093,Macedo*?,Macedo,,,,,
57650,HD052417/1,HD052417,Pelagonia,Pelagonia,481952.0,['Pelagonia'],41.313278,21.610691,Pelagonia
57712,HD052568/1,HD052568,Nitiobrox+,Nitiobrox,,,,,
57859,HD052913/1,HD052913,Iudeae,Iudeae,,,,,
57861,HD052914/1,HD052914,Σκοτυσσαῖος ὁ καὶ Ἡρακλεώτης,Σκοτυσσαῖος ὁ καὶ Ἡρακλεώτης,,,,,
58215,HD053362/1,HD053362,Ismarniensis,Ismarniensis,,,,,
58332,HD053428/1,HD053428,Αἰ]στρεάτης,Αἰ]στρεάτης,,,,,
58334,HD053428/3,HD053428,Αἰστρεᾶτις,Αἰστρεᾶτις,,,,,
58367,HD053442/1,HD053442,domo Florentia,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
58374,HD053445/1,HD053445,Pessinunte,Pessinunte,,,,,
58449,HD053501/1,HD053501,Μακεδόνα,Μακεδόνα,,,,,
58745,HD053693/1,HD053693,Florentia+,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
58777,HD053710/2,HD053710,Νικοπολίτης,Νικοπολίτης,,,,,
58802,HD053726/1,HD053726,Boati,Boati,,,,,
58846,HD053759/1,HD053759,Boius,Boius,,,,,
58852,HD053766/1,HD053766,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
58854,HD053767/1,HD053767,Philippis,Philippis,,,,,
58899,HD053804/1,HD053804,domo Laus,Laus,,,,,
58939,HD053812/5,HD053812,Ἀμαστριανός,Ἀμαστριανός,,,,,
58954,HD053820/1,HD053820,ex provincia* Arabia civitate* Cilis(---)? Saharenus,provincia Arabia tate Cilis(---) Saharenus,,,,,
59061,HD053958/1,HD053958,domo [---],[---],,,,,
59064,HD054029/1,HD054029,Sminthius*,Sminthius*,,,,,
59154,HD054144/1,HD054144,Ciconias,Ciconias,,,,,
59199,HD054172/1,HD054172,Sirmiensis*,Sirmiensis,,,,,
59374,HD054337/3,HD054337,natione Surus,Surus,,,,,
59381,HD054342/1,HD054342,Eporedia,Eporedia,383642.0,['Eporedia'],45.466604,7.875942,Eporedia
59505,HD054431/1,HD054431,domo*? Acruvino*,Acruvino,,,,,
59518,HD054439/1,HD054439,Amblada,Amblada,638741.0,['Amblada'],37.518578,31.7386345,Amblada
59519,HD054440/1,HD054440,domo* Cugernus,Cugernus,,,,,
59525,HD054442/1,HD054442,domo Cemeneli,Cemeneli,,,,,
59619,HD054607/1,HD054607,natione Armenius,Armenius,,,,,
59718,HD054690/1,HD054690,municipio+*? Claudio*? Agunto,municipio Claudio Agunto,,,,,
59727,HD054705/1,HD054705,domo Damasco+,Damasco,,,,,
59742,HD054710/1,HD054710,domo Pisauri,Pisauri,,,,,
59746,HD054712/1,HD054712,Susarrus* domo Curunniace,Susarrus Curunniace,,,,,
59747,HD054713/1,HD054713,Pelagonia,Pelagonia,481952.0,['Pelagonia'],41.313278,21.610691,Pelagonia
59753,HD054720/1,HD054720,domo* Augusta Troade,Augusta Troade,,,,,
59768,HD054731/1,HD054731,natione+* Anartia*,Anartia,,,,,
59777,HD054737/1,HD054737,Sirmio+,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
59784,HD054739/1,HD054739,domo Ar[---],Ar[---],,,,,
59857,HD054791/1,HD054791,civis+ Sumelocennensis+*,Sumelocennensis,,,,,
59858,HD054791/2,HD054791,civis+ Sumelocennensis+*,Sumelocennensis,,,,,
59888,HD054813/1,HD054813,Aquis Sextiis,Aquis Stiis,,,,,
59904,HD054821/1,HD054821,domo* Bryxia (= Brixia),Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
60132,HD055081/1,HD055081,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
60171,HD055104/1,HD055104,natione+ Syrae+ civi Antiochiensi+*,natione+ Syrae+ civi Antiochiensi+*,,,,,
60229,HD055167/1,HD055167,domo* Emona+,Emona,197258.0,['Emona'],46.051425,14.505963,Emona
60316,HD055270/1,HD055270,Aelia* Augusta,Aelia Augusta,118580.0,"['Augusta Vindelicum', 'Aelia Augusta']",48.365463,10.894765,Augusta Vindelicum/Aelia Augusta
60348,HD055288/1,HD055288,Atina+,Atina,432708.0,['Atina'],41.6207105927,13.7971679209,Atina
60394,HD055354/1,HD055354,nata Pannonia+ superiore+ territorio+ Arabonae+*,nata Pannonia superiore territorio Arabonae,,,,,
60451,HD055437/2,HD055437,Ἐφέσιος,Ἐφέσιος,,,,,
60568,HD055624/1,HD055624,natione Pannonium,Pannonium,,,,,
60586,HD055637/1,HD055637,Hippi,Hippi,,,,,
60597,HD055639/6,HD055639,Thraci*,Thraci,,,,,
60606,HD055640/1,HD055640,Apro,Apro,,,,,
60607,HD055641/1,HD055641,Iader,Iader,197312.0,['Iader'],44.115501,15.223778,Iader
60623,HD055646/1,HD055646,natione Afer,Afer,,,,,
60654,HD055677/1,HD055677,Aequo+*,Aequo,,,,,
60655,HD055678/1,HD055678,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
60656,HD055679/1,HD055679,Savaria+,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
60676,HD055773/1,HD055773,Pannonio+*,Pannonio,,,,,
60678,HD055773/3,HD055773,Norica+*,Norica,,,,,
60692,HD055778/1,HD055778,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
60705,HD055790/1,HD055790,domo+ Nertobriga+,Nertobriga,246518.0,['Nertobriga'],41.500549,-1.396549,Nertobriga
60744,HD055855/1,HD055855,Alba,Alba,246153.0,['Alba'],42.856039,-2.290949,Alba
60745,HD055856/1,HD055856,domo* Baeterris*,Baeterris,,,,,
60748,HD055857/1,HD055857,Ausone+,Ausone,,,,,
60752,HD055858/1,HD055858,Vercellis,Vercellis,,,,,
60754,HD055860/1,HD055860,Ticini,Ticini,,,,,
60755,HD055861/1,HD055861,Viruno*,Viruno,,,,,
60757,HD055862/1,HD055862,Augusta* Taurinorum*,Augusta Taurinorum,383580.0,['Augusta Taurinorum'],45.0717795,7.685998,Augusta Taurinorum
60766,HD055925/1,HD055925,domo* Narbone*,Narbone,,,,,
60767,HD055926/1,HD055926,Foro Iuli,Foro Iuli,,,,,
60768,HD055927/1,HD055927,Tolosa*,Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
60769,HD055928/1,HD055928,Foro Iuli,Foro Iuli,,,,,
60770,HD055929/1,HD055929,domo* Corfinio*,Corfinio,,,,,
60772,HD055930/1,HD055930,Augusta Taurinorum*,Augusta Taurinorum,383580.0,['Augusta Taurinorum'],45.0717795,7.685998,Augusta Taurinorum
60773,HD055931/1,HD055931,Viana*,Viana,,,,,
60774,HD055932/1,HD055932,Narbo*,Narbo,,,,,
60775,HD055933/1,HD055933,Hasta,Hasta,383669.0,['Hasta'],44.900895,8.206756,Hasta
60776,HD055934/1,HD055934,domo Luguduno*,Luguduno,,,,,
60777,HD055935/1,HD055935,Valentia+,Valentia,266090.0,['Valentia'],39.470371,-0.376813,Valentia
60789,HD055941/1,HD055941,Foro Fulvi,Foro Fulvi,,,,,
60820,HD055964/5,HD055964,Eraviscus*,Eraviscus,,,,,
60822,HD055964/7,HD055964,Eravisca*,Eravisca,,,,,
60847,HD056022/1,HD056022,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
60848,HD056023/1,HD056023,Cremona,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
60851,HD056025/1,HD056025,Vercellis*,Vercellis,,,,,
60852,HD056026/1,HD056026,Viruno,Viruno,,,,,
60854,HD056027/1,HD056027,Histonio,Histonio,,,,,
60855,HD056028/1,HD056028,Ara,Ara,,,,,
60856,HD056029/1,HD056029,Firmo,Firmo,,,,,
60858,HD056031/1,HD056031,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
60865,HD056037/1,HD056037,Foro* Vibi,Foro Vibi,,,,,
60919,HD056117/1,HD056117,Veleias,Veleias,,,,,
60924,HD056121/1,HD056121,Taurinis,Taurinis,,,,,
60928,HD056124/1,HD056124,Tolosa,Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
60934,HD056127/1,HD056127,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
60950,HD056133/1,HD056133,Vardagate*,Vardagate,383809.0,['Vardagate'],45.08329,8.444375,Vardagate
60951,HD056134/1,HD056134,domo Brixia,Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
60953,HD056135/1,HD056135,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
60954,HD056136/1,HD056136,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
60955,HD056137/1,HD056137,Eporedia,Eporedia,383642.0,['Eporedia'],45.466604,7.875942,Eporedia
60960,HD056139/1,HD056139,Ara[---],Ara[---],,,,,
60977,HD056158/1,HD056158,Luguduno*,Luguduno,,,,,
60981,HD056160/2,HD056160,Pistoriis*,Pistoriis,,,,,
60982,HD056161/1,HD056161,Hispello*,Hispello,,,,,
60983,HD056162/1,HD056162,Viana*,Viana,,,,,
60985,HD056164/1,HD056164,Caballio* (= Cabellio*),Cabellio,148027.0,['Cabellio'],43.829885,5.034166,Cabellio
60986,HD056165/1,HD056165,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
60990,HD056169/1,HD056169,Baeterris,Baeterris,,,,,
60991,HD056170/1,HD056170,Bononia+?,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
61004,HD056177/1,HD056177,Lyc.,Lyc.,,,,,
61005,HD056178/1,HD056178,Aequo Dalmatiae+,Aequo Dalmatiae,,,,,
61006,HD056179/1,HD056179,Vercellis,Vercellis,,,,,
61009,HD056181/1,HD056181,Foro Augusti*,Foro Augusti,,,,,
61010,HD056182/1,HD056182,Aquis Sextiis*,Aquis Stiis,,,,,
61012,HD056183/1,HD056183,Dertona,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
61013,HD056184/1,HD056184,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
61014,HD056185/1,HD056185,Mediolani,Mediolani,,,,,
61015,HD056186/1,HD056186,Vienna,Vienna,,,,,
61020,HD056188/1,HD056188,Mantua,Mantua,383704.0,['Mantua'],45.160646,10.7976015,Mantua
61021,HD056189/1,HD056189,Mediolano*,Mediolano,,,,,
61025,HD056191/1,HD056191,Luco* Augusti*,Luco Augusti,,,,,
61026,HD056192/1,HD056192,Laude,Laude,,,,,
61027,HD056193/1,HD056193,Eporedia,Eporedia,383642.0,['Eporedia'],45.466604,7.875942,Eporedia
61028,HD056194/1,HD056194,Mediolano*,Mediolano,,,,,
61034,HD056196/1,HD056196,Viruno,Viruno,,,,,
61035,HD056197/1,HD056197,Narbone+*,Narbone,,,,,
61080,HD056231/1,HD056231,cives (= civis) Mediomatrica,Mediomatrica,,,,,
61083,HD056232/1,HD056232,Baeterris+*?,Baeterris,,,,,
61085,HD056234/1,HD056234,Atria,Atria,,,,,
61086,HD056235/1,HD056235,Luco* Augusti*,Luco Augusti,,,,,
61088,HD056237/1,HD056237,Luco,Luco,,,,,
61089,HD056238/1,HD056238,Aquis+ Sextiis+*,Aquis Stiis,,,,,
61092,HD056240/1,HD056240,Hispello+?,Hispello,,,,,
61096,HD056245/1,HD056245,cives (= civis) Raetinio,Raetinio,,,,,
61097,HD056246/1,HD056246,cives (= civis) Betasius+,Betasius,,,,,
61099,HD056247/1,HD056247,natione* Helvetius*,Helvetius,,,,,
61104,HD056250/1,HD056250,Celeia,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
61107,HD056252/1,HD056252,natione* Petrucorius,Petrucorius,,,,,
61112,HD056254/1,HD056254,natione+ [---],[---],,,,,
61114,HD056255/1,HD056255,Lingauster+?,Lingauster,,,,,
61117,HD056257/1,HD056257,cives (= civis) Tunger*,Tunger,,,,,
61121,HD056259/1,HD056259,natione Lingauster*,Lingauster,,,,,
61126,HD056261/1,HD056261,Docleas (= Doclea),Doclea,481808.0,['Doclea'],42.468339,19.2652975,Doclea
61141,HD056268/1,HD056268,Montanus,Montanus,,,,,
61143,HD056269/1,HD056269,Reguscus*,Reguscus,,,,,
61145,HD056270/1,HD056270,Dansala+,Dansala,,,,,
61149,HD056272/1,HD056272,Dansala*,Dansala,,,,,
61236,HD056324/1,HD056324,Daesitias+,Daesitias,,,,,
61240,HD056329/1,HD056329,Azinas,Azinas,,,,,
61287,HD056358/1,HD056358,natione* Bessus*,Bessus,,,,,
61288,HD056359/1,HD056359,natione* Bessus*,Bessus,,,,,
61292,HD056361/1,HD056361,Παιανιεύς,Παιανιεύς,,,,,
61369,HD056406/1,HD056406,Iessonensis*,Iessonensis,,,,,
61457,HD056436/1,HD056436,Aesonensis+,Aesonensis,,,,,
61518,HD056460/1,HD056460,domo Bodionticus+*?,Bodionticus,,,,,
61522,HD056461/1,HD056461,natione* Rhodius*,Rhodius,,,,,
61528,HD056464/1,HD056464,natione Nervia,Nervia,,,,,
61533,HD056465/2,HD056465,Ἐφέσιος,Ἐφέσιος,,,,,
61554,HD056475/1,HD056475,Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
61629,HD056506/2,HD056506,Ἐφέσιος,Ἐφέσιος,,,,,
61655,HD056521/1,HD056521,domo Constantia*,Constantia,687903.0,"['Gazaion Limen', 'Constantia', 'Neapolis']",31.530845,34.433158,Gazaion Limen/Constantia/Neapolis
61656,HD056522/1,HD056522,Salinis,Salinis,,,,,
61898,HD056628/1,HD056628,[---]nsis,[---]nsis,,,,,
62045,HD056702/1,HD056702,Aesonensis,Aesonensis,,,,,
62051,HD056703/4,HD056703,Fibularensis*,Fibularensis,,,,,
62081,HD056729/1,HD056729,natione Pannonico*,Pannonico,,,,,
62115,HD056762/1,HD056762,civi* Sisciano*,Sisciano,,,,,
62176,HD056786/1,HD056786,Acucensis,Acucensis,,,,,
62198,HD056790/1,HD056790,Barcinonensis,Barcinonensis,,,,,
62220,HD056798/3,HD056798,Ἡράκλειος,Ἡράκλειος,,,,,
62290,HD056833/3,HD056833,cives(= civis) Convena*,(= ) Convena,,,,,
62546,HD056929/1,HD056929,Lixitanus,Lixitanus,,,,,
62550,HD056930/1,HD056930,domo+? Tolosa?,Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
62554,HD056931/1,HD056931,Urcitanus,Urcitanus,,,,,
62556,HD056932/1,HD056932,domo [---],[---],,,,,
62714,HD056985/1,HD056985,Ῥωμαῖε,Ῥωμαῖε,,,,,
62836,HD057034/1,HD057034,Salona,Salona,197488.0,['Salona'],43.539561,16.483426,Salona
63197,HD057207/2,HD057207,Μεσσήνιος,Μεσσήνιος,,,,,
63219,HD057208/22,HD057208,ἀπὸ Κλυμένου,ἀπὸ Κλυμένου,,,,,
63224,HD057208/27,HD057208,ἀπὸ Καλλιμάχου,ἀπὸ Καλλιμάχου,,,,,
63888,HD057518/2,HD057518,domo Iguvio,Iguvio,,,,,
64005,HD057559/1,HD057559,domo+ Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
64288,HD057667/1,HD057667,domo* Roma+,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
64289,HD057667/2,HD057667,domo Aquileia+,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
64373,HD057712/1,HD057712,Puteolano,Puteolano,,,,,
64624,HD057843/1,HD057843,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
64642,HD057849/1,HD057849,cives Surus,Surus,,,,,
64692,HD057875/1,HD057875,Laurens+* Lavinas+,Laurens Lavinas,,,,,
64952,HD058032/1,HD058032,domo* Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
65031,HD058085/1,HD058085,civis Sequanus+,Sequanus,,,,,
65038,HD058094/1,HD058094,Batavus*,Batavus,,,,,
65095,HD058137/1,HD058137,domo Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
65117,HD058153/1,HD058153,cives Treveri*,Treveri,109390.0,['Treveri'],49.7535677891,6.3794391642,Treveri
65118,HD058153/2,HD058153,cives Treveri*,Treveri,109390.0,['Treveri'],49.7535677891,6.3794391642,Treveri
65121,HD058156/1,HD058156,Siscia natus*,Siscia ,,,,,
65135,HD058165/1,HD058165,Aquae* Statiellae*,Aquae Statiellae,383574.0,['Aquae Statiellae'],44.675532,8.470658,Aquae Statiellae
65137,HD058166/1,HD058166,Ateste,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
65141,HD058168/1,HD058168,Amasia,Amasia,,,,,
65246,HD058247/1,HD058247,Tariae,Tariae,,,,,
65267,HD058257/1,HD058257,Tarviso,Tarviso,,,,,
65268,HD058258/1,HD058258,Novaria*,Novaria,383717.0,['Novaria'],45.445082,8.618661,Novaria
65279,HD058264/1,HD058264,Aquis* Statiellis*,Aquis Statiellis,,,,,
65282,HD058267/1,HD058267,Florentia+,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
65285,HD058278/1,HD058278,domo+ Bodionticus*,Bodionticus,,,,,
65301,HD058295/1,HD058295,domo Florentia+,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
65302,HD058296/1,HD058296,Heraclea,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
65306,HD058298/1,HD058298,Feltria*,Feltria,187377.0,['Feltria'],46.016583,11.905691,Feltria
